Vert large test graph
1000
896	338	6953
253	681	3235
158	269	5981
837	966	7181
634	628	5866
126	18	2690
937	149	7513
985	432	5538
922	987	1720
65	462	5043
439	725	3701
709	207	4269
911	7	9601
22	11	3497
83	857	3943
784	256	7985
240	342	1399
410	96	4407
194	43	4250
667	411	9761
191	264	8416
237	473	1732
895	417	3344
487	774	5759
289	399	7737
134	556	2938
28	882	6607
177	72	9576
680	616	1019
29	602	3217
154	421	8799
297	832	8755
248	616	1312
249	528	7644
786	844	9503
797	568	2025
576	258	4692
276	756	8891
72	679	6749
392	723	2127
810	240	5541
490	502	6643
788	416	5684
956	312	9857
250	670	4298
736	143	4335
321	125	5058
255	765	7177
450	545	4751
410	516	7276
931	629	9184
580	493	3824
709	351	414
797	332	3163
681	986	3396
553	381	7002
680	734	6627
78	725	9998
675	770	7436
294	646	825
81	482	6333
0	12	1128
575	29	2445
881	344	2088
951	682	9842
518	836	3840
675	46	1165
591	820	2350
640	196	8
754	459	5019
343	193	1324
55	783	2619
98	846	9306
228	310	3635
15	490	1142
562	555	1253
91	230	8758
469	518	4070
385	469	6796
884	844	6130
989	451	7760
659	715	8508
863	358	1490
144	252	2998
636	756	5014
478	399	2985
770	305	1359
705	137	2524
107	837	4362
64	129	3615
211	494	9366
28	693	5622
667	872	8829
971	235	725
975	558	4370
9	79	1822
137	587	5112
926	320	2619
894	988	3374
187	541	6147
709	528	4263
484	127	9792
316	951	1723
77	288	1302
502	998	4010
197	677	2649
904	402	830
7	554	9673
564	555	6502
611	882	2049
955	591	9918
513	438	963
217	919	3314
170	99	1823
151	142	6534
354	205	9937
451	625	6097
24	62	7004
148	434	4123
374	71	2846
276	651	5740
324	684	6032
681	571	4817
771	149	5217
845	469	6348
924	413	4804
99	959	6682
310	659	3997
787	16	4933
797	147	1684
266	578	3967
533	523	5093
321	329	4394
7	521	1621
707	101	6090
634	133	14
246	751	7634
450	400	4444
14	808	9689
836	545	3982
993	825	864
496	777	7967
474	51	1297
999	911	8387
612	72	282
120	330	9638
991	660	6246
253	207	5984
840	719	8206
238	932	3183
180	426	1547
621	20	9290
169	605	1815
939	768	2769
785	134	1025
966	688	2264
159	932	8846
940	537	589
285	424	2150
264	985	6321
42	952	3067
345	471	5706
931	574	4964
282	258	7377
704	31	1448
49	148	504
724	80	4735
405	646	1940
558	880	2204
318	248	7726
425	962	8694
498	637	8014
313	392	1129
297	480	7280
283	212	2387
853	5	7796
340	857	7506
102	601	4838
457	797	2953
313	77	2096
706	324	9211
912	368	4934
830	332	5490
637	356	8749
770	243	1349
349	3	1325
919	433	7517
472	970	806
146	530	7773
600	853	9917
941	844	5240
578	537	6173
290	81	1452
54	782	3708
200	176	5297
151	498	4227
582	840	4387
12	693	7962
722	541	3782
472	221	4497
345	421	2773
966	541	4107
481	307	9384
251	529	6156
109	917	2494
42	439	4164
646	21	6829
360	419	6646
738	217	219
609	536	8215
764	238	1302
961	703	7690
457	189	4498
737	176	4629
730	330	73
842	167	4815
392	577	8677
484	903	7612
491	810	7625
16	817	9154
578	61	4853
679	36	6778
251	794	5624
927	280	9434
868	607	4168
765	846	6419
738	916	2434
461	254	6773
973	429	352
595	472	7761
496	773	1687
154	130	2808
516	83	7074
603	653	6212
527	858	6500
299	410	4325
919	92	5626
628	763	303
906	390	1349
578	604	335
757	420	7010
703	750	26
411	456	1376
335	223	785
682	418	1857
922	677	498
757	916	8134
733	286	1131
389	754	113
648	464	1363
576	111	4749
692	606	3508
561	188	6286
409	484	3915
215	332	9372
588	807	1876
718	454	9878
128	982	836
745	885	705
938	947	6018
86	633	2223
490	536	1792
84	102	3241
400	281	5958
948	738	9833
990	520	1584
305	344	9999
152	355	623
704	292	9424
123	384	155
515	958	4243
890	830	8229
362	24	1322
412	127	9161
535	31	1708
87	154	3519
429	738	4108
764	506	8689
812	935	5662
275	942	4943
127	478	938
148	557	5456
201	957	5429
831	534	2614
419	505	9312
813	84	5107
57	216	3837
681	488	251
625	528	2144
605	455	4742
497	692	8261
396	28	2015
209	484	7782
687	944	9837
203	5	9909
68	22	3818
693	578	1875
708	969	5221
460	474	4476
579	648	1946
737	748	2146
383	114	8406
612	982	7439
764	674	8298
778	553	9913
308	639	5283
872	827	2875
657	224	6249
68	272	1002
378	214	193
872	8	8203
118	141	2450
909	914	8448
996	822	5413
959	513	4500
501	833	7275
901	753	2589
482	717	5120
733	252	7122
378	858	2640
314	192	6681
287	671	5193
391	31	7120
28	861	6106
290	778	3039
10	911	6946
869	335	3486
893	785	6986
232	977	5254
94	327	4831
670	32	6617
576	817	9073
623	451	6427
64	220	649
667	753	4790
932	759	1205
685	379	858
134	224	1451
738	37	609
11	684	6533
226	107	8299
984	776	4566
839	732	506
941	264	9193
10	534	4257
501	874	9266
835	794	4873
64	943	6208
889	343	8761
67	65	6731
404	834	145
149	771	8045
96	545	6128
49	141	6209
223	855	4115
333	597	3704
274	100	8289
759	440	7093
503	422	3472
741	909	3331
177	824	6610
501	34	5878
171	407	9265
78	818	2709
208	58	1158
669	235	8483
43	729	5974
393	433	2287
666	286	5545
508	494	3060
781	686	4461
130	39	448
339	525	2402
687	346	7132
673	135	9355
353	843	4123
126	116	6207
370	806	1630
205	559	5470
979	422	4322
822	836	2228
128	357	8421
911	942	318
802	255	945
614	182	3486
899	331	5526
124	56	4021
803	983	7655
589	469	7043
390	964	4867
492	544	7436
24	342	5469
199	733	885
800	962	5944
251	579	6659
677	5	9416
337	355	6412
764	508	7846
625	758	6071
787	524	1535
612	91	9710
952	675	991
566	522	273
721	869	6170
914	751	3011
785	175	1689
942	717	5401
17	868	915
782	796	9407
712	800	3260
137	762	8260
512	661	6878
954	995	5307
126	544	4900
81	930	3146
683	553	1119
786	574	9818
528	886	1363
516	369	6392
235	512	7440
68	956	5957
594	394	1741
301	797	5882
535	102	4424
697	989	3767
50	188	9905
600	711	4447
815	299	2206
172	591	6754
652	872	4622
594	54	3548
868	848	6154
594	141	2892
835	15	3608
406	12	4455
832	513	794
588	585	9655
50	359	7742
611	270	1864
249	724	4526
992	272	4064
568	910	1235
403	575	8714
11	4	229
872	20	2678
388	139	6764
12	611	8745
941	149	6222
301	802	5481
715	755	1630
295	215	8494
145	372	7465
337	308	6743
312	437	4129
104	336	7551
939	305	7132
617	312	5887
220	575	1158
631	104	7008
595	948	7378
696	716	7924
285	194	6436
994	133	4419
13	647	878
974	351	5079
655	602	9118
254	974	7613
86	123	3140
440	732	2648
745	314	4717
137	76	8438
469	848	3625
510	696	5231
856	564	9235
226	843	5031
171	979	83
151	467	7594
213	512	4144
518	903	6626
365	840	9224
238	128	3813
728	17	2318
347	781	4605
994	583	8674
28	397	3301
385	232	3284
708	269	4961
80	70	8584
60	894	1056
271	254	9754
424	343	270
268	197	3812
917	521	9982
749	363	3815
82	537	746
45	828	1252
756	989	6567
882	263	2698
243	137	7899
156	758	3132
947	607	7773
113	640	5980
308	803	1563
557	804	7218
411	253	2562
21	120	5351
279	347	9590
229	323	8858
868	526	4590
249	815	7375
741	39	878
544	951	2739
878	341	8522
92	670	6776
15	559	8295
497	206	1494
381	562	1380
936	694	1272
453	295	236
510	807	6023
451	800	3523
163	287	2344
442	750	689
20	332	7039
461	329	3168
55	561	9962
797	62	8930
814	181	6873
216	609	5954
717	338	4562
126	140	1244
847	862	4968
380	91	5633
171	490	7071
755	365	7093
139	143	8935
37	76	261
194	78	264
453	830	4517
10	89	4594
56	779	1551
135	987	3873
677	237	4441
916	162	7505
448	820	2583
782	289	8495
483	270	9809
548	550	2082
876	538	635
453	955	5532
387	652	1459
427	121	5250
66	725	774
100	647	9362
308	110	3371
957	726	2039
307	820	7058
608	941	9097
281	567	7610
200	969	3261
455	781	4172
108	976	6643
497	874	2805
42	842	5735
270	246	4010
173	921	169
2	400	5246
95	310	2057
584	655	5430
89	832	7043
794	299	2020
567	536	2501
573	505	3262
595	816	9470
221	164	9051
49	600	1873
382	192	3125
708	787	5381
34	52	2211
207	135	3809
158	545	1838
840	893	4684
538	201	1329
341	317	2110
31	793	8503
731	771	6689
919	657	2831
210	534	1271
651	238	124
721	385	9408
954	383	6152
110	399	2358
392	966	3374
607	287	8906
380	466	3496
11	100	5473
101	222	3057
401	456	962
641	745	5234
718	910	4551
596	942	8027
605	196	5110
992	17	3927
497	442	5975
395	269	7008
492	535	1006
155	121	8684
209	301	3963
736	926	3966
978	78	7371
178	603	2468
825	362	7215
832	528	6374
639	337	8263
18	449	6659
158	106	2895
455	19	5494
963	865	798
639	871	8609
383	314	7673
599	55	9806
3	841	9565
744	210	8971
764	727	4195
504	347	7554
466	706	4601
166	652	5236
593	379	8139
638	860	7203
799	727	534
528	735	6461
644	583	2946
710	101	9220
705	751	5205
138	844	3368
326	846	2726
276	798	209
686	630	6059
433	453	178
365	957	1917
331	644	7194
846	949	1840
704	148	9086
661	779	6973
787	92	197
664	2	6525
375	235	8287
917	534	1247
786	163	8823
30	436	7273
935	200	8172
967	753	9991
264	723	4162
961	95	6494
840	752	7353
341	514	6352
840	866	7058
597	74	9033
28	958	2308
69	649	7780
167	826	3856
470	827	7962
513	44	9644
14	945	8622
830	948	5365
421	720	4871
338	800	2729
111	657	5122
218	786	5446
530	414	3244
916	299	9353
233	769	7075
353	633	8709
238	468	6825
252	136	8046
399	870	1876
104	338	6543
586	228	3796
814	28	9055
360	524	4783
349	498	2782
165	561	8377
245	321	5783
833	998	1601
46	848	2082
281	8	2315
58	521	3398
139	844	5392
284	855	9796
52	439	5284
183	923	3709
773	288	7366
473	645	7308
783	919	687
120	510	4000
102	741	5427
574	233	7925
829	341	3914
912	365	9751
454	607	2311
132	778	7119
131	757	9387
752	545	5933
85	474	9595
123	756	7391
969	490	5316
863	323	5086
766	652	1298
65	206	8621
915	303	7636
96	595	5463
331	167	5217
97	350	6143
960	517	9614
918	802	7011
622	850	9270
536	558	2918
547	969	4336
138	249	6796
82	457	1541
490	569	9886
218	203	1907
428	975	3232
590	846	9120
862	991	3994
303	863	6488
829	955	1981
525	494	873
566	449	8986
256	359	24
410	559	2067
100	527	9404
97	287	3540
553	524	4912
924	755	5545
359	523	8631
589	628	6601
634	358	9659
125	21	9923
146	849	4763
338	604	164
323	281	4285
220	814	5255
642	115	8051
429	138	5976
144	833	8411
542	721	8446
629	258	6341
673	344	7739
116	888	9941
333	385	4565
320	271	2585
217	324	9552
280	75	3815
650	987	360
81	145	3734
541	5	2844
820	979	3247
692	911	5728
583	375	107
88	535	7466
240	359	2598
889	907	9038
633	125	4240
814	866	4764
794	519	943
214	411	9210
336	376	8703
840	261	4731
165	857	1562
140	829	6958
191	165	3956
709	767	6431
941	241	7751
632	493	3555
121	129	1158
658	716	1991
157	454	9928
33	672	6887
98	845	9604
843	236	7424
461	779	5542
460	805	8272
968	726	224
901	481	124
989	163	7824
44	771	308
597	310	2182
404	130	9789
690	181	5670
939	790	2560
324	253	8717
720	925	2403
359	582	6582
914	757	1777
155	818	2733
499	34	4833
736	860	7885
75	701	8739
617	313	7902
323	356	5763
88	255	9598
223	419	2673
843	133	3067
627	875	5172
374	231	6485
865	934	3857
168	50	2849
171	525	8117
854	195	9193
921	627	7560
230	50	3390
826	824	2307
882	424	2294
911	260	1590
168	387	9932
810	82	2123
168	608	8634
361	624	4315
403	828	3840
628	184	8316
632	502	3661
117	753	8663
283	388	3014
219	707	8651
896	321	2480
309	965	609
394	453	6868
933	424	9404
572	811	5324
954	535	7504
996	861	6500
692	23	9879
151	136	3120
994	662	9136
3	687	6356
570	814	454
769	105	5054
100	173	9250
248	816	745
840	740	1974
765	879	8972
276	178	8013
409	438	1176
345	698	8969
495	354	1784
128	33	9442
877	175	2086
624	917	5113
969	146	5480
129	436	7264
0	901	6476
317	598	6543
499	484	3168
723	958	4705
329	5	2115
317	701	6538
979	780	3463
23	837	1811
0	51	1641
478	945	6297
68	853	7942
936	988	9460
76	630	2564
491	365	5290
326	422	9029
30	412	7558
797	775	6340
156	969	1288
532	224	594
787	96	6967
578	44	5421
566	38	5139
471	355	6645
840	96	6734
866	10	8304
972	37	1568
511	550	3359
446	185	3093
561	95	4379
453	122	9310
793	19	7543
653	705	747
384	430	4085
784	178	2002
562	822	8292
211	168	1112
754	857	4644
91	538	125
898	435	4432
206	103	5724
864	52	3359
28	222	839
156	928	6643
329	822	9735
402	177	6218
782	733	9737
861	130	7690
336	327	1406
560	815	7320
909	118	1858
523	155	98
892	757	3422
630	694	3878
311	836	802
107	343	2616
118	86	4211
949	304	7332
694	725	6415
990	309	1388
912	900	1072
417	710	3617
635	451	2178
547	804	1475
815	230	6121
364	917	1104
448	201	7472
795	705	2218
402	699	5848
356	739	5367
829	891	5159
549	225	5490
873	448	6057
72	597	4798
709	755	1118
613	166	8932
272	648	9806
894	679	4180
172	176	3736
153	597	3945
352	804	9265
208	338	1658
18	453	5478
324	415	3071
552	393	7070
80	669	8661
53	610	5518
900	855	8102
999	71	246
119	711	7610
602	903	2003
248	451	7745
535	550	4880
385	390	2432
388	627	9220
611	541	8353
405	436	9927
495	40	5438
95	574	8794
512	893	8718
206	266	8600
21	672	6786
781	249	5095
190	555	2280
642	139	2647
812	868	6856
924	882	5305
449	87	8938
918	117	1200
548	940	3314
451	534	5181
910	510	7022
634	781	6912
227	921	6844
401	462	188
908	713	5897
26	120	5143
914	888	7400
182	862	2252
240	28	3061
375	109	2176
481	526	6727
600	979	2656
256	932	6718
509	113	4617
932	922	1796
531	410	5165
192	761	5769
173	364	9566
128	234	3674
560	122	4297
482	120	5298
831	962	1249
164	78	5841
810	17	5527
999	737	4068
608	431	3653
967	379	1547
434	733	3400
216	557	7484
632	923	1432
570	443	6431
145	609	3569
511	102	1290
613	265	1871
765	145	8424
771	32	8970
352	364	629
571	41	6125
503	959	8955
855	61	8153
214	191	4307
213	591	7697
837	938	9725
431	609	9471
291	55	8201
532	434	60
65	709	9158
46	667	32
323	788	110
534	68	5615
567	70	9895
489	371	8048
772	273	2069
144	683	1719
765	116	9043
176	841	8414
993	679	6478
869	28	1979
572	266	388
551	715	3590
501	523	3955
294	140	4192
884	271	2786
157	506	3637
277	432	4585
120	523	7494
942	668	2449
110	478	5380
44	23	2675
616	632	4101
298	810	7045
355	332	9770
707	310	6441
637	117	6542
871	418	9815
506	221	38
837	862	6072
829	529	5821
454	232	2866
73	283	9476
70	211	5376
151	266	1619
289	873	8938
71	287	6581
17	132	5670
353	430	9585
667	85	7188
724	960	1892
807	136	153
147	763	2046
386	265	9470
165	342	3355
306	144	3390
169	297	9448
347	149	1901
305	539	3153
110	275	5443
486	198	7086
101	697	9783
247	396	3789
751	228	9606
308	35	152
900	594	4784
327	85	2453
378	10	6202
579	263	6623
573	892	3125
373	558	1438
276	46	7877
193	55	6954
174	222	3187
838	949	2376
403	236	9239
949	23	1468
935	922	1936
614	823	1934
797	552	5055
658	93	4142
121	140	4333
572	686	7621
69	996	1391
805	237	8974
979	58	4448
625	593	6301
238	590	2698
150	619	2983
600	277	2368
389	288	2837
220	724	6820
270	950	2337
556	834	3864
16	159	7092
781	216	9922
388	765	1210
610	505	2379
804	166	4480
930	903	3749
235	639	6075
564	972	5697
527	522	5727
754	834	7885
963	61	5330
116	459	9683
148	189	4618
997	639	1773
131	844	2456
36	992	5860
705	310	9666
151	448	2123
817	929	8626
852	551	3523
565	548	5844
876	504	520
989	855	2277
679	656	2706
896	686	45
289	377	8879
116	346	5433
570	670	6036
453	565	7430
780	893	7706
617	408	4043
705	409	4573
227	944	6472
45	980	5465
977	417	7898
541	200	9862
244	899	4808
345	483	1096
474	521	4199
729	252	9031
453	851	6372
310	117	9794
160	402	3513
814	745	9106
63	326	6661
883	794	3874
382	910	8122
520	197	3601
414	56	2161
114	434	6519
968	523	5839
184	855	6202
397	902	2878
58	983	6236
481	384	7473
506	217	6115
616	692	1905
320	207	823
452	369	8334
993	658	5266
895	987	1031
498	718	2467
905	947	8140
574	208	9854
285	885	7877
829	91	577
698	296	2004
635	600	1915
304	143	1857
297	180	3746
217	684	9263
832	626	4803
766	123	6151
341	913	19
860	538	7414
682	406	1905
251	632	4286
864	160	2270
90	663	4615
474	112	238
982	232	7281
525	41	5710
691	296	2676
347	89	3276
684	385	5050
149	635	7306
789	994	6208
54	273	3752
904	695	8550
414	787	3670
16	713	9941
345	803	4484
861	776	9572
907	671	6215
921	765	2467
151	102	7228
904	794	7258
694	25	2576
21	424	455
429	131	1607
402	912	1481
952	388	6292
641	845	651
406	106	2819
60	58	1013
201	332	6098
979	196	4714
921	137	6885
736	791	7953
983	302	3423
507	860	2422
886	31	6630
4	210	4536
735	269	8939
702	644	8230
485	203	9765
735	144	3232
364	714	2341
187	456	6123
878	196	1628
312	757	3637
315	442	902
624	121	5172
469	140	9940
645	758	7867
625	688	393
766	63	8504
332	640	5455
503	806	8247
339	215	2402
857	442	8517
372	185	2052
70	295	7448
758	93	3330
584	324	3389
627	577	4648
680	261	4248
521	988	2026
718	903	1178
994	129	1552
68	905	7377
887	378	4544
486	396	9068
203	547	7298
836	469	1015
582	943	2779
388	770	8622
176	605	4890
197	433	2728
985	190	3585
322	472	6682
574	184	7616
776	596	2844
300	272	759
860	626	5957
194	119	7800
47	245	8284
880	717	8268
60	720	1444
956	851	6057
585	284	9409
412	114	3255
141	741	5737
479	57	7208
995	512	8987
251	477	8860
291	73	9632
317	177	4139
69	102	8001
376	752	828
158	409	4079
839	863	2860
736	382	4986
645	286	3604
990	425	3470
571	272	3914
767	626	2338
303	39	3799
223	73	4937
331	428	9210
428	933	6291
486	45	3200
603	608	8341
923	354	929
508	432	9366
681	473	1444
133	627	2056
829	925	277
507	232	2466
491	42	6986
114	171	6634
528	570	3335
469	871	8234
46	77	5780
714	964	2309
397	48	9980
938	924	3954
591	979	8429
759	695	3549
35	233	6205
29	940	9995
694	182	7386
607	205	37
111	888	1169
185	943	26
684	861	1300
293	664	6880
49	58	4494
642	933	9409
589	828	8104
25	278	1111
115	540	384
698	954	3710
285	356	5760
534	406	9466
608	453	8572
54	168	6338
797	718	1134
151	560	3325
88	754	2203
285	138	588
869	295	552
204	61	6692
59	635	3418
521	295	9566
32	265	2964
94	28	732
761	642	8505
355	880	3254
708	464	3013
219	35	7236
636	592	274
210	550	8167
735	565	3574
553	93	12
80	318	4170
806	8	3180
633	730	659
726	127	7596
856	658	4287
711	541	1298
202	888	7452
632	414	3951
46	532	212
211	333	2666
119	689	4732
282	553	4481
658	355	126
804	266	2393
724	677	8026
123	283	7824
584	174	3448
853	312	2802
309	525	6411
517	28	6203
831	304	8541
132	433	6730
557	928	5572
92	325	1340
982	800	6305
722	744	7581
34	962	165
873	295	4121
810	246	1945
773	493	4259
664	185	5382
982	389	4874
161	884	9140
208	80	4525
254	887	174
305	167	8084
447	166	615
346	169	1867
971	749	4965
277	68	9810
118	100	897
78	511	5020
188	692	366
250	412	8160
375	701	8469
685	470	7671
549	744	6435
494	316	8643
577	243	3808
365	25	9275
610	748	2709
129	752	6749
631	993	9258
573	549	3673
33	303	986
149	578	634
176	220	7057
274	663	7607
533	306	1274
188	266	7141
881	178	2007
54	866	9525
884	858	4669
22	261	1982
72	625	4727
375	86	3780
769	557	5599
196	237	3634
86	53	9681
293	441	328
269	961	8743
208	89	9962
740	162	5356
397	484	2363
588	350	2631
655	376	4102
184	604	86
566	360	4002
749	590	3333
402	682	468
37	461	9131
413	950	3621
374	109	4776
102	220	306
116	593	706
28	245	1086
637	231	7189
705	285	9072
343	868	873
287	197	1359
156	982	8986
186	797	1574
838	639	1258
510	724	27
452	729	1284
131	700	9893
966	862	8603
854	973	3352
983	107	8855
214	582	5869
547	124	9750
536	341	2916
953	798	9271
279	615	7809
470	225	9973
591	283	20
495	423	5067
445	443	1705
868	108	660
707	915	6258
852	493	9668
430	549	7014
35	240	224
55	593	3571
920	43	5268
575	656	4170
390	572	5213
892	660	2279
181	249	3733
886	685	3745
768	258	1791
113	717	3465
131	955	4185
931	52	6893
805	714	6790
865	222	2096
471	507	4155
498	757	3963
784	623	3791
801	717	133
429	149	2990
72	960	2679
905	666	5822
67	842	430
720	152	3356
208	247	8399
189	40	2191
172	997	597
335	622	3838
902	847	8889
442	596	4340
112	606	7480
550	924	7160
424	215	3026
809	321	2706
396	763	8772
902	835	979
461	635	2236
205	256	6176
873	76	4809
703	632	3075
90	128	4066
317	150	5883
59	180	6481
560	716	7895
789	919	8277
160	892	6345
80	434	8894
877	994	2525
408	923	1257
913	82	6523
54	198	8582
143	326	7700
83	742	6870
32	634	4172
381	49	7077
326	312	8920
802	306	5305
947	944	7173
372	596	4632
342	900	6924
33	290	2945
57	923	350
869	536	5526
219	312	1859
466	595	9264
261	156	9052
524	861	8762
588	870	8321
753	34	2579
912	927	7725
2	868	4218
849	916	2498
718	187	9218
504	591	6849
125	469	6697
342	247	2346
832	314	7481
577	278	1401
71	181	5823
306	88	5349
55	488	5021
156	767	5922
995	288	5024
569	800	9211
545	25	5065
668	726	2896
438	921	7918
297	20	1677
661	587	9474
555	769	1708
261	716	8564
47	814	474
603	876	7216
930	671	6947
105	803	8621
499	980	5715
441	516	6566
241	241	9032
574	41	3694
671	966	6968
791	974	833
475	393	3049
277	677	4944
384	823	6940
883	29	8336
57	879	265
741	406	2586
468	232	8476
825	400	9847
852	160	9861
539	638	9135
217	325	2417
541	290	4460
499	701	3672
370	576	2859
704	895	6502
677	926	6229
994	760	4029
926	282	1005
113	365	9196
593	656	357
656	593	261
758	380	7839
326	636	5084
737	949	3565
711	267	7590
565	493	5692
353	62	303
155	509	2091
120	663	757
229	334	4129
882	627	4314
548	487	7719
847	401	6276
413	632	5585
655	50	4665
144	624	5410
824	95	5287
986	416	8738
365	126	5991
252	662	3028
713	242	1941
361	836	4155
377	608	3111
853	491	7033
374	671	9688
42	208	3766
243	152	3528
849	178	559
723	606	6055
915	103	7282
881	873	5589
645	689	9222
232	996	3160
0	307	1681
944	55	1630
426	506	1835
740	568	1930
740	201	6194
319	925	5750
739	297	5868
341	225	8044
284	874	9272
293	938	1885
164	813	3517
787	808	5648
12	879	8537
246	602	4680
487	782	8122
573	402	3937
592	968	9928
444	211	9462
665	836	8737
745	703	652
522	67	3039
743	641	1915
220	802	5813
132	460	6911
679	842	7025
399	639	3048
754	255	2492
738	849	1616
30	518	7105
796	441	1394
111	647	3099
929	341	2807
295	972	8260
600	898	77
466	399	8417
105	852	4319
94	98	3416
819	321	9761
681	667	5187
804	398	3793
646	7	2964
165	412	9272
258	537	9053
617	632	8537
168	819	8001
219	438	6088
644	178	191
160	838	5211
475	957	5884
774	263	6062
745	502	2888
353	238	3582
806	18	9031
199	435	7706
37	951	3934
413	828	3197
923	677	8284
309	172	5655
382	97	97
71	126	3225
505	560	420
23	388	8818
5	859	6267
825	527	6688
212	200	1894
834	346	7771
354	219	2959
959	750	1795
651	487	9171
328	459	4613
196	824	2575
678	417	8494
50	933	6523
617	25	2652
892	680	6525
763	426	5388
736	413	8614
750	591	129
102	854	5694
729	409	426
593	76	8927
635	879	5495
847	565	7916
177	625	4138
125	575	9196
707	707	7234
771	468	3323
622	275	3740
553	592	796
144	858	1819
743	20	7552
365	588	2828
251	80	1390
2	707	5820
309	538	2354
67	818	2191
212	129	80
622	522	1133
801	532	2884
229	949	1669
283	638	8175
381	864	8818
84	755	3911
999	902	9758
320	418	259
443	551	8284
